Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,,,,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,,STT,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Distance
1,133,1,0,0,0,117.8,100,37,9.96,11.8,,,,0,0.297520661,1,0,0,0,0.579532497,0.272727273,0.339157246,0.390324354,0.425,,,,,,,,,,,,,,
0,135,1,0,0,0,154.4,130,44,10.19,11.8,,,,1,0.082644628,1,0,0,0.555555556,0.263968073,0.575757576,0.164439877,0.445299615,0.565,,,,,,,,,,,,,,
0,83,1,1,3.19,1,78.5,109,63.9,10.53,11.8,,,,0,0.607438017,1,1,0.405555556,0.111111111,0.749429875,0.818181818,0.677286742,0.411214953,0.405,,,,,,,,,,,,,,
0,88,1,0,0,3,215.6,115,56,10.81,11.8,,,,0,0.421487603,1,0,0,0.111111111,0.458380844,0.551515152,0.277492292,0.428257284,0.425,,,,,,,,,,,,,,
0,88,1,0,0,2,202.2,86,53,10.84,11.8,,,,0,0.58677686,1,1,0.390740741,0.111111111,0.404218928,0.703030303,0.473792395,0.460142936,0.39,,,,,,,,,,,,,,
0,129,1,0,0,1,168.4,117,48,10.86,11.8,,,,0,0.32231405,1,1,0.209259259,0.222222222,0.144241733,0.375757576,0.23946557,0.55360088,0.21,,,,,,,,,,,,,,
0,122,1,1,3.19,4,270.8,96,96.9,11.02,11.8,,,,0,0.363636364,1,0,0,0.111111111,0.384549601,0.357575758,0.236382323,0.428807037,0.51,,,,,,,,,,,,,,
0,106,1,0,0,1,235.2,121,59,11.03,11.8,,,,0,0.491735537,1,0,0,0.111111111,0.718643101,0.666666667,0.503597122,0.621770203,0.69,,,,,,,,,,,,,,
0,117,1,1,3.19,0,216,140,87.9,11.21,11.8,,,,0,0.495867769,1,1,0.47962963,0.111111111,0.614310148,0.575757576,0.718396711,0.664650907,0.48,,,,,,,,,,,,,,
0,56,1,0,0,2,164.3,92,48,11.69,11.8,,,,0,0.41322314,1,0,0,0,0.355758267,0.4,0.308324769,0.706981858,0.67,,,,,,,,,,,,,,
0,81,1,0,0,2,173.2,80,50,11.81,11.8,,,,0,0.47107438,1,0,0,0.222222222,0.50940707,0.690909091,0.411099692,0.744914788,0.82,,,,,,,,,,,,,,
1,12,1,0,0,1,249.6,118,64,12.62,11.8,,,,0,0.690082645,1,0,0.068518519,0.222222222,0.522234892,0.793939394,0.377183967,0.49257834,0.495,,,,,,,,,,,,,,
1,73,1,1,3.19,6,82.3,105,67.9,12.81,11.8,,,,0,0.367768595,1,0,0,0.111111111,0.477480046,0.581818182,0.277492292,0.382627817,0.65,,,,,,,,,,,,,,
0,92,1,1,3.19,1,172.3,116,83.9,13.31,11.8,,,,0,0.285123967,1,0,0.055555556,0.333333333,0.419327252,0.636363636,0.328879753,0.549752611,0.625,,,,,,,,,,,,,,
0,161,1,0,0,2,72.8,120,36,13.36,11.8,,,,0,0.566115702,1,0,0.033333333,0.111111111,0.655929304,0.648484848,0.470709147,0.582737768,0.66,,,,,,,,,,,,,,
0,119,1,1,3.19,2,154,114,81.9,13.9,11.8,,,,0,0.173553719,1,0,0,0,0.387115165,0.757575758,0.236382323,0.448598131,0.63,,,,,,,,,,,,,,
1,71,1,0,0,0,238,82,65,13.93,11.8,,,,0,0.479338843,1,1,0.435185185,0.222222222,0.586374002,0.593939394,0.580678314,0.374381528,0.435,,,,,,,,,,,,,,
0,57,1,1,3.19,1,201.2,76,90.9,14.01,11.8,,,,0,0.44214876,1,0,0,0.222222222,0.210376283,0.636363636,0.113052415,0.394172622,0.545,,,,,,,,,,,,,,
0,67,1,0,0,2,171.7,80,39,5.52,11.9,,,,0,0.483471074,1,0,0,0.222222222,0.539623717,0.721212121,0.400822199,0.64211105,0.5,,,,,,,,,,,,,,
0,95,1,1,3.21,0,40.9,126,51.1,6.67,11.9,,,,0,0.694214876,1,0,0,0.333333333,0.419612315,0.696969697,0.256937307,0.445299615,0.36,,,,,,,,,,,,,,
1,126,1,0,0,5,58.2,94,22,6.94,11.9,,,,0,0.252066116,1,1,0.509259259,0,0.391391106,0.575757576,0.539568345,0.506322155,0.51,,,,,,,,,,,,,,
0,111,1,0,0,4,222.2,96,52,8.13,11.9,,,,0,0.351239669,1,0,0.031481481,0.222222222,0.201539339,0.757575758,0.181911614,0.579989005,0,,,,,,,,,,,,,,
0,73,1,0,0.31,0,240.3,130,58.1,8.13,11.9,,,,0,0.17768595,1,0,0.064814815,0,0.583238312,0.709090909,0.436793422,0.564046179,0.535,,,,,,,,,,,,,,
1,97,1,0,0,4,120.8,96,35,8.49,11.9,,,,1,0.454545455,1,0,0,0.555555556,0.350912201,0.533333333,0.2672148,0.588235294,0.6,,,,,,,,,,,,,,
0,56,1,0,0.32,2,91.1,90,34.2,8.97,11.9,,,,0,0.520661157,1,1,0.609259259,0.222222222,0.36972634,0.696969697,0.564234327,0.4420011,0.61,,,,,,,,,,,,,,
0,36,1,0,0.34,0,157.6,117,46.4,9.22,11.9,,,,0,0.619834711,0,0,0.048148148,0,0.566419612,0.424242424,0.417266187,0.576140737,0.62,,,,,,,,,,,,,,
0,57,1,0,0.2,2,149.3,100,45,10.01,11.9,,,,0,0.214876033,1,0,0,0.222222222,0.413625998,0.703030303,0.318602261,0.642660803,0.395,,,,,,,,,,,,,,
0,122,1,0,0,0,232.5,96,57,10.28,11.9,,,,0,0.05785124,1,0,0,0.222222222,0.385404789,0.612121212,0.22610483,0.419461242,0.42,,,,,,,,,,,,,,
0,75,1,0,0,1,143.2,92,43,10.46,11.9,,,,0,0.504132231,1,1,0.390740741,0.111111111,0.355473204,0.636363636,0.514902364,0.688290269,0.39,,,,,,,,,,,,,,
0,71,1,1,3.21,1,183.2,103,81.1,10.47,11.9,,,,0,0.561983471,1,0,0,0.111111111,0.615450399,0.460606061,0.369989723,0.399670148,0.605,,,,,,,,,,,,,,
0,59,1,0,0.26,1,151.8,98,46.6,10.5,11.9,,,,0,0.433884298,1,0,0,0.222222222,0.339794755,0.860606061,0.2672148,0.627817482,0.42,,,,,,,,,,,,,,
0,86,1,1,3.21,3,253.1,112,93.1,10.51,11.9,,,,0,0.359504132,1,0,0.048148148,0.333333333,0.411345496,0.703030303,0.273381295,0.429906542,0.39,,,,,,,,,,,,,,
0,98,1,0,0,4,221.2,80,56,10.68,11.9,,,,0,0.433884298,1,0,0,0.111111111,0.670467503,0.733333333,0.462487153,0.60637713,0.59,,,,,,,,,,,,,,
0,41,1,0,0,1,207.2,138,54,10.71,11.9,,,,0,0.388429752,1,0,0.024074074,0,0.496009122,0.345454545,0.424460432,0.772952172,0.485,,,,,,,,,,,,,,
0,3,1,1,3.21,2,118.1,117,71.1,11.08,11.9,,,,1,0.231404959,0,0,0,0,0.327822121,0.393939394,0.164439877,0.336448598,0.32,,,,,,,,,,,,,,
0,137,1,0,0,1,109.8,120,39,11.53,11.9,,,,0,0.756198347,1,0,0.038888889,0.222222222,0.432440137,0.563636364,0.299075026,0.490929082,0.655,,,,,,,,,,,,,,
0,69,1,0,0,0,196.1,87,54,11.84,11.9,,,,0,0.446280992,1,0,0.068518519,0.333333333,0.436431015,0.618181818,0.366906475,0.643760308,0.495,,,,,,,,,,,,,,
0,124,1,0,0,0,194,103,54,12.05,11.9,,,,0,0.520661157,1,0,0.05,0.222222222,0.623147092,0.563636364,0.397738952,0.412314458,0.46,,,,,,,,,,,,,,
0,112,1,0,0,0,167.8,88,50,12.4,11.9,,,,0,0.334710744,1,0,0.07037037,0.222222222,0.755986317,0.739393939,0.522096608,0.491478835,0.535,,,,,,,,,,,,,,
0,95,1,1,3.21,1,129.5,106,76.1,12.45,11.9,,,,0,0.739669421,1,0,0.074074074,0.111111111,0.408494869,0.812121212,0.308324769,0.496426608,0.505,,,,,,,,,,,,,,
0,113,1,0,0,2,156,141,49,12.84,11.9,,,,0,0.714876033,1,0,0.038888889,0.222222222,0.542474344,0.593939394,0.432682425,0.694887301,0.36,,,,,,,,,,,,,,
0,13,1,0,0,1,58.4,121,33,13.11,11.9,,,,1,0.376033058,1,0,0,0.222222222,0.526510832,0.363636364,0.411099692,0.720175921,0.615,,,,,,,,,,,,,,
0,117,1,1,3.21,1,153.2,112,81.1,13.17,11.9,,,,0,0.330578512,1,0,0,0.111111111,0.328677309,0.6,0.256937307,0.617921935,0.9,,,,,,,,,,,,,,
0,144,1,0,0,2,177.5,93,55,14.37,11.9,,,,1,0.512396694,1,0,0.059259259,0.222222222,0.322120867,0.654545455,0.238437821,0.465090709,0.46,,,,,,,,,,,,,,
0,109,1,0,0,0,200.1,72,60,15.05,11.9,,,,1,0.487603306,1,0,0,0,0.838654504,0.606060606,0.575539568,0.639362287,0.45,,,,,,,,,,,,,,
0,107,1,1,3.21,1,201.8,79,93.1,15.25,11.9,,,,0,0.5,1,0,0,0.333333333,0.614595211,0.521212121,0.380267215,0.461242441,0.32,,,,,,,,,,,,,,
0,45,1,1,3.21,0,196.6,84,93.1,15.66,11.9,,,,0,0.136363636,1,0,0,0.111111111,0.367160775,0.484848485,0.2672148,0.573941726,0.7,,,,,,,,,,,,,,
0,134,1,1,3.21,0,162,82,88.1,16.24,11.9,,,,1,0.566115702,0,1,0.535185185,0.333333333,0.602052452,0.709090909,0.80061665,0.859263332,0.535,,,,,,,,,,,,,,
0,102,1,0,0,0,114.8,125,27,4.1,12,,,,0,0.367768595,1,1,0.644444444,0.111111111,0.202964652,0.496969697,0.501541624,0.499175371,0.645,,,,,,,,,,,,,,
1,78,1,0,0.4,4,103.5,115,32,5.9,12,,,,0,0.297520661,1,0,0.040740741,0.222222222,0.270524515,0.733333333,0.269270298,0.695986806,0.71,,,,,,,,,,,,,,
0,107,1,1,3.24,1,248.6,91,85.4,5.97,12,,,,1,0.074380165,1,0,0,0.111111111,0.73945268,0.703030303,0.554984584,0.741616273,0.475,,,,,,,,,,,,,,
0,54,1,0,0,1,116.8,119,31,6.16,12,,,,0,0.491735537,1,1,0.344444444,0.111111111,0.615165336,0.745454545,0.674203494,0.783947224,0.345,,,,,,,,,,,,,,
0,66,1,1,3.24,2,187.8,117,75.4,6.49,12,,,,0,0.657024793,1,0,0,0.333333333,0.277936146,0.684848485,0.2672148,0.737218252,0.66,,,,,,,,,,,,,,
0,103,1,0,0.38,2,70.9,134,27.8,6.73,12,,,,0,0.578512397,1,0,0,0,0.417616876,0.733333333,0.2672148,0.46728972,0.41,,,,,,,,,,,,,,
0,51,1,0,0,0,169.3,111,41,6.98,12,,,,0,0.367768595,1,0,0.059259259,0.222222222,0.450114025,0.436363636,0.372045221,0.643210555,0.61,,,,,,,,,,,,,,
0,121,1,1,3.24,1,116,85,65.4,7.51,12,,,,0,0.29338843,1,0,0.057407407,0.222222222,0.398802737,0.709090909,0.329907503,0.614623419,0.635,,,,,,,,,,,,,,
0,65,1,1,3.24,1,282.3,70,93.4,7.6,12,,,,0,0.479338843,1,1,0.594444444,0.111111111,0.436716078,0.678787879,0.689619733,0.724024189,0.595,,,,,,,,,,,,,,
0,85,1,0,0,0,235.8,109,54,7.86,12,,,,0,0.32231405,0,0,0.057407407,0.222222222,0.295039909,0.812121212,0.350462487,0.87795492,0.42,,,,,,,,,,,,,,
0,116,1,0,0,1,197.9,84,48,8.41,12,,,,0,0.355371901,1,0,0.07962963,0.111111111,0.529646522,0.721212121,0.393627955,0.528862012,0.33,,,,,,,,,,,,,,
0,88,1,0,0,2,152.9,119,41,8.56,12,,,,0,0.417355372,1,0,0,0.111111111,0.369156214,0.339393939,0.400822199,0.973611875,0.545,,,,,,,,,,,,,,
0,105,1,0,0,3,259.3,96,59,8.76,12,,,,0,0.198347107,1,0,0.027777778,0.111111111,0.674458381,0.551515152,0.477903392,0.607476636,0.445,,,,,,,,,,,,,,
0,125,1,0,0,1,229.3,103,55,8.87,12,,,,0,0.272727273,1,0,0.062962963,0.666666667,0.742303307,0.648484848,0.528263104,0.572292468,0.5,,,,,,,,,,,,,,
0,99,1,0,0.33,2,222.4,102,57.3,9.29,12,,,,0,0.438016529,1,0,0,0.222222222,0.47690992,0.606060606,0.298047276,0.450797141,0.335,,,,,,,,,,,,,,
0,93,1,0,0,0,179.5,121,47,9.6,12,,,,0,0.780991736,1,0,0.031481481,0.222222222,0.519384265,0.612121212,0.387461459,0.583837273,0.465,,,,,,,,,,,,,,
0,53,1,1,3.24,2,167.3,99,77.4,9.74,12,,,,0,0.483471074,1,0,0,0.222222222,0.322120867,0.484848485,0.184994861,0.412864211,0.54,,,,,,,,,,,,,,
0,77,1,0,0,1,67.7,68,29,9.79,12,,,,0,0.491735537,1,0,0.038888889,0,0.52936146,0.806060606,0.412127441,0.646509071,0.845,,,,,,,,,,,,,,
0,37,1,0,0,2,233.7,114,58,10.4,12,,,,0,0.384297521,1,0,0,0,0.388255416,0.690909091,0.246659815,0.454095657,0.48,,,,,,,,,,,,,,
0,119,1,1,3.24,3,142.6,77,74.4,10.41,12,,,,0,0.47107438,1,1,0.575925926,0.111111111,0.634549601,0.490909091,0.741007194,0.523364486,0.575,,,,,,,,,,,,,,
0,111,1,0,0,1,214.3,118,55,10.43,12,,,,0,0.247933884,1,0,0,0.111111111,0.562428734,0.406060606,0.441932169,0.727322705,0.45,,,,,,,,,,,,,,
0,91,1,0,0,3,203.1,106,53,10.51,12,,,,0,0.58677686,1,1,0.385185185,0.111111111,0.403078677,0.787878788,0.480986639,0.512369434,0.385,,,,,,,,,,,,,,
1,111,1,0,0,5,123.1,88,40,10.7,12,,,,0,0.450413223,1,0,0.061111111,0.111111111,0.592930445,0.418181818,0.342240493,0.261682243,0.4,,,,,,,,,,,,,,
1,154,1,0,0,3,154.5,122,45,10.71,12,,,,0,0.425619835,1,0,0.044444444,0.111111111,0.337799316,0.557575758,0.250770812,0.488730071,0.605,,,,,,,,,,,,,,
0,93,1,0,0.19,1,152.1,141,46.9,10.78,12,,,,0,0.061983471,1,0,0,0.111111111,0.436716078,0.393939394,0.328879753,0.63166575,0.535,,,,,,,,,,,,,,
0,98,1,1,3.24,1,121,105,72.4,10.95,12,,,,0,0.752066116,1,0,0,0,0.308722919,0.527272727,0.215827338,0.504672897,0.675,,,,,,,,,,,,,,
0,68,1,0,0,1,157.3,83,46,11.05,12,,,,0,0.603305785,1,0,0.046296296,0.222222222,0.480615735,0.557575758,0.344295992,0.516217702,0.72,,,,,,,,,,,,,,
0,85,1,0,0.4,1,201.4,52,58,11.47,12,,,,1,0.23553719,1,0,0,0.222222222,0.704675029,0.703030303,0.554984584,0.835074217,0.465,,,,,,,,,,,,,,
0,39,1,1,3.24,1,141.7,121,76.4,11.62,12,,,,0,0.417355372,0,0,0,0.333333333,0.639110604,0.490909091,0.462487153,0.669048928,0.6,,,,,,,,,,,,,,
0,124,1,0,0,0,178.4,72,51,11.68,12,,,,0,0.504132231,1,0,0,0.333333333,0.475769669,0.593939394,0.349434738,0.609675646,0.64,,,,,,,,,,,,,,
0,72,1,0,0,2,165.9,114,49,11.8,12,,,,0,0.260330579,1,1,0.425925926,0.111111111,0.337514253,0.606060606,0.431654676,0.396371633,0.425,,,,,,,,,,,,,,
0,74,1,0,0,0,177.4,136,51,12.02,12,,,,0,0.421487603,1,0,0,0.222222222,0.544184721,0.375757576,0.390544707,0.622869709,0.39,,,,,,,,,,,,,,
0,141,1,0,0,0,217.1,110,58,12.08,12,,,,1,0.623966942,1,0,0,0.111111111,0.905929304,0.363636364,0.554984584,0.420560748,0.52,,,,,,,,,,,,,,
0,59,1,0,0,1,204.3,65,56,12.37,12,,,,1,0.508264463,1,0,0,0.111111111,0.889395667,0.678787879,0.565262076,0.49477735,0.64,,,,,,,,,,,,,,
1,172,1,0,0,2,270,102,68,12.83,12,,,,0,0.396694215,1,0,0,0.111111111,0.416191562,0.733333333,0.298047276,0.5579989,0.665,,,,,,,,,,,,,,
0,124,1,1,3.24,2,144.5,35,79.4,13.12,12,,,,1,0.537190083,1,0,0,0.111111111,0.375142531,0.575757576,0.246659815,0.493128092,0.775,,,,,,,,,,,,,,
0,79,1,1,3.24,1,236.7,95,95.4,13.18,12,,,,0,0.231404959,1,1,0.555555556,0.222222222,0.551311288,0.636363636,0.709146968,0.636613524,0.555,,,,,,,,,,,,,,
0,117,1,0,0,2,191.1,93,57,14.14,12,,,,0,0.644628099,1,0,0,0.222222222,0.527651083,0.557575758,0.369989723,0.585486531,0.425,,,,,,,,,,,,,,
0,123,1,0,0,0,159.5,77,53,15.19,12,,,,0,0.797520661,1,0,0,0,0.551026226,0.642424242,0.349434738,0.464540957,0.59,,,,,,,,,,,,,,
0,111,1,1,3.27,1,193.1,104,75.7,5.58,12.1,,,,0,0.268595041,1,0,0,0.111111111,0.417331813,0.648484848,0.287769784,0.540406817,0.39,,,,,,,,,,,,,,
0,139,1,0,0.35,0,139,110,38.5,6.65,12.1,,,,0,0.636363636,1,0,0,0,0.202964652,0.545454545,0.246659815,0.836723474,0.43,,,,,,,,,,,,,,
0,70,1,0,0.27,0,7.9,100,15.7,6.82,12.1,,,,1,0.504132231,1,0,0,0.444444444,0.351197263,0.63030303,0.246659815,0.522264981,0.645,,,,,,,,,,,,,,
0,162,1,0,0,1,49.2,121,21,7.2,12.1,,,,0,0.475206612,1,0,0.064814815,0.222222222,0.584378563,0.545454545,0.375128469,0.387575591,0.375,,,,,,,,,,,,,,
0,137,1,0,0,1,215.9,76,50,7.27,12.1,,,,0,0.256198347,1,0,0,0.111111111,0.366875713,0.472727273,0.298047276,0.661902144,0.64,,,,,,,,,,,,,,
0,99,1,0,0,0,182.6,83,45,7.73,12.1,,,,0,0.260330579,1,0,0,0.333333333,0.618301026,0.472727273,0.421377184,0.579989005,0.57,,,,,,,,,,,,,,
0,100,1,1,3.27,1,218.7,104,83.7,7.75,12.1,,,,0,0.392561983,1,0,0,0.333333333,0.427594071,0.739393939,0.318602261,0.600879604,0.49,,,,,,,,,,,,,,
0,97,1,1,3.27,0,176.1,109,76.7,7.97,12.1,,,,0,0.214876033,1,0,0,0.111111111,0.467787913,0.642424242,0.328879753,0.56624519,0.57,,,,,,,,,,,,,,
0,107,1,0,0,1,157.1,79,41,8.13,12.1,,,,0,0.429752066,1,0,0.031481481,0.333333333,0.604332953,0.684848485,0.449126413,0.622869709,0.445,,,,,,,,,,,,,,
0,56,1,1,3.27,1,127.1,89,69.7,8.61,12.1,,,,0,0.214876033,1,1,0.6,0.222222222,0.47690992,0.6,0.651593011,0.535459043,0.6,,,,,,,,,,,,,,
0,71,1,0,0,1,207,112,50,8.69,12.1,,,,0,0.41322314,1,0,0,0.111111111,0.44013683,0.787878788,0.318602261,0.597031336,0.695,,,,,,,,,,,,,,
0,104,1,0,0.24,1,118.5,92,38.4,8.89,12.1,,,,0,0.52892562,1,1,0.464814815,0.333333333,0.505416192,0.575757576,0.617677287,0.582188015,0.465,,,,,,,,,,,,,,
0,137,1,1,3.27,2,186.5,94,79.7,8.9,12.1,,,,1,0.5,1,0,0,0.111111111,0.659064994,0.854545455,0.503597122,0.736118747,0.44,,,,,,,,,,,,,,
0,59,1,0,0.42,1,150.2,70,46.2,9.29,12.1,,,,0,0.669421488,1,0,0,0.555555556,0.578392246,0.606060606,0.369989723,0.490929082,0.64,,,,,,,,,,,,,,
0,162,1,1,3.27,0,224.9,97,87.7,9.41,12.1,,,,0,0.380165289,1,0,0,0,0.42645382,0.727272727,0.298047276,0.551951622,0.715,,,,,,,,,,,,,,
0,93,1,0,0,1,179.3,93,47,9.44,12.1,,,,1,0.47107438,0,0,0,0.111111111,0.984321551,0.490909091,0.637204522,0.559098406,0.59,,,,,,,,,,,,,,
0,98,1,0,0,4,161,117,44,9.55,12.1,,,,1,0.099173554,1,0,0,0.111111111,0.755131129,0.484848485,0.565262076,0.772952172,0.42,,,,,,,,,,,,,,
0,130,1,0,0,3,203.9,63,51,9.59,12.1,,,,0,0.297520661,1,0,0,0.111111111,0.347776511,0.557575758,0.195272354,0.380428807,0.29,,,,,,,,,,,,,,
0,111,1,0,0.35,1,78.3,119,34.5,9.91,12.1,,,,0,0.491735537,1,0,0,0.222222222,0.505131129,0.533333333,0.411099692,0.743265531,0.7,,,,,,,,,,,,,,
0,83,1,0,0,1,227.9,78,57,10.38,12.1,,,,0,0.805785124,1,0,0.066666667,0.111111111,0.379418472,0.484848485,0.314491264,0.567894447,0.515,,,,,,,,,,,,,,
0,80,1,0,0,2,220,114,56,10.39,12.1,,,,1,0.396694215,1,0,0,0,0.641676169,0.545454545,0.503597122,0.768554151,0.44,,,,,,,,,,,,,,
0,13,1,1,3.27,3,315.6,105,104.7,10.45,12.1,,,,0,0.607438017,1,0,0,0.111111111,0.594070696,0.727272727,0.380267215,0.479384277,0.56,,,,,,,,,,,,,,
0,66,1,1,3.27,1,106.7,76,68.7,10.49,12.1,,,,0,0.347107438,1,1,0.575925926,0.111111111,0.493443558,0.648484848,0.699897225,0.679494228,0.575,,,,,,,,,,,,,,
0,92,1,1,3.27,2,243.1,92,92.7,10.69,12.1,,,,1,0.351239669,0,0,0,0.222222222,0.462941847,0.793939394,0.287769784,0.45904343,0.57,,,,,,,,,,,,,,
0,134,1,0,0,0,202.7,105,54,11.25,12.1,,,,0,0.318181818,1,1,0.32037037,0.222222222,0.801596351,0.563636364,0.681397739,0.489829577,0.32,,,,,,,,,,,,,,
0,195,1,1,3.27,0,231.7,110,91.7,11.26,12.1,,,,0,0.433884298,1,0,0,0.333333333,0.593785633,0.539393939,0.369989723,0.465640462,0.795,,,,,,,,,,,,,,
0,123,1,0,0,1,194,118,54,12.1,12.1,,,,0,0.603305785,1,1,0.705555556,0.222222222,0.693842645,0.763636364,0.915724563,0.752611325,0.705,,,,,,,,,,,,,,
0,97,1,0,0,0,215.3,58,58,12.12,12.1,,,,1,0.595041322,1,0,0,0.111111111,0.639110604,0.539393939,0.524152107,0.865860363,0.805,,,,,,,,,,,,,,
0,68,1,0,0,3,148.8,70,47,12.33,12.1,,,,0,0.371900826,1,0,0,0.333333333,0.539623717,0.606060606,0.400822199,0.658053876,0.495,,,,,,,,,,,,,,
0,129,1,0,0,2,157,113,49,12.85,12.1,,,,0,0.330578512,1,1,0.335185185,0.444444444,0.479760547,0.751515152,0.576567318,0.744914788,0.335,,,,,,,,,,,,,,
0,138,1,0,0,0,205.9,96,57,12.86,12.1,,,,0,0.475206612,1,1,0.535185185,0.111111111,0.66391106,0.545454545,0.697841727,0.418361737,0.535,,,,,,,,,,,,,,
1,107,1,0,0,1,222.3,101,63,14.3,12.1,,,,0,0.280991736,1,1,0.294444444,0.111111111,0.441847206,0.593939394,0.420349435,0.391423859,0.295,,,,,,,,,,,,,,
0,185,1,0,0,2,55.6,97,34,14.44,12.1,,,,0,0.553719008,1,0,0,0,0.44013683,0.787878788,0.308324769,0.560197911,0.59,,,,,,,,,,,,,,
0,126,1,1,3.27,0,58.9,125,68.7,15.28,12.1,,,,0,0.297520661,1,0,0,0.222222222,0.669042189,0.618181818,0.441932169,0.538207806,0.42,,,,,,,,,,,,,,
0,86,1,1,3.29,1,167.6,139,71.9,5.65,12.2,,,,0,0.194214876,1,0,0,0.111111111,0.684150513,0.533333333,0.400822199,0.387575591,0.355,,,,,,,,,,,,,,
0,103,1,0,0.33,0,189.8,110,46.3,5.78,12.2,,,,1,0.512396694,0,0,0.055555556,0,0.850627138,0.472727273,0.647482014,0.743815283,0.61,,,,,,,,,,,,,,
0,63,1,1,3.29,1,190,137,75.9,5.83,12.2,,,,0,0.409090909,1,0,0,0.111111111,0.473204105,0.618181818,0.35971223,0.649257834,0.545,,,,,,,,,,,,,,
0,137,1,0,0,0,243.4,114,52,6.06,12.2,,,,0,0.67768595,1,1,0.8,0,0.318129989,0.848484848,0.690647482,0.586586036,0.8,,,,,,,,,,,,,,
0,81,1,1,3.29,1,161.6,117,70.9,6.15,12.2,,,,0,0.260330579,1,0,0,0.222222222,0.497434436,0.593939394,0.318602261,0.495327103,0.535,,,,,,,,,,,,,,
0,62,1,0,0,1,98.9,103,29,6.77,12.2,,,,0,0.475206612,0,1,0.344444444,0.111111111,0.500285063,0.83030303,0.540596095,0.5788895,0.345,,,,,,,,,,,,,,
0,105,1,0,0,2,156.5,102,39,7.01,12.2,,,,1,0.603305785,0,1,0.555555556,0.333333333,0.448973774,0.660606061,0.606372045,0.521165476,0.555,,,,,,,,,,,,,,
0,106,1,0,0,3,213.9,95,50,7.6,12.2,,,,0,0.47107438,1,0,0,0.111111111,0.587799316,0.684848485,0.380267215,0.484881803,0.55,,,,,,,,,,,,,,
0,81,1,0,0,3,183.6,116,45,7.63,12.2,,,,0,0.342975207,1,1,0.375925926,0.444444444,0.591505131,0.836363636,0.609455293,0.552501374,0.375,,,,,,,,,,,,,,
0,105,1,0,0,1,101.4,48,31,7.96,12.2,,,,0,0.351239669,1,1,0.57962963,0.444444444,0.41277081,0.636363636,0.619732785,0.566794942,0.58,,,,,,,,,,,,,,
0,48,1,1,3.29,1,211.7,115,82.9,8,12.2,,,,0,0.549586777,1,0,0,0.222222222,0.737742303,0.515151515,0.431654676,0.356239692,0.545,,,,,,,,,,,,,,
0,127,1,1,3.29,2,129.7,115,68.9,8.04,12.2,,,,1,0.429752066,1,0,0,0,0.646807298,0.642424242,0.421377184,0.500824629,0.58,,,,,,,,,,,,,,
0,72,1,0,0.42,3,118.2,106,39.2,8.36,12.2,,,,0,0.359504132,1,0,0,0.222222222,0.435860889,0.721212121,0.277492292,0.470588235,0.6,,,,,,,,,,,,,,
1,149,1,0,0,4,119.2,88,35,8.42,12.2,,,,0,0.367768595,1,1,0.62962963,0.222222222,0.446693273,0.309090909,0.688591984,0.650357339,0.63,,,,,,,,,,,,,,
0,118,1,0,0.32,1,187.4,97,50.2,8.89,12.2,,,,0,0.351239669,1,0,0,0.111111111,0.429874572,0.515151515,0.380267215,0.813633865,0.625,,,,,,,,,,,,,,
0,124,1,0,0,1,169.3,108,44,8.93,12.2,,,,0,0.148760331,1,0,0.055555556,0.444444444,0.629988597,0.763636364,0.452209661,0.562396921,0.34,,,,,,,,,,,,,,
0,103,1,0,0,3,206.5,125,51,9.01,12.2,,,,1,0.578512397,1,1,0.335185185,0.111111111,0.919042189,0.557575758,0.854059609,0.778449698,0.335,,,,,,,,,,,,,,
0,62,1,0,0,0,147.1,91,42,9.52,12.2,,,,0,0.607438017,1,0,0,0.222222222,0.437856328,0.896969697,0.35971223,0.720725673,0.49,,,,,,,,,,,,,,
0,79,1,0,0,1,220.9,107,54,9.61,12.2,,,,0,0.669421488,1,1,0.62037037,0.222222222,0.613169897,0.551515152,0.704008222,0.382078065,0.62,,,,,,,,,,,,,,
0,159,1,0,0,0,114.8,98,36,9.63,12.2,,,,0,0.363636364,1,1,0.590740741,0.111111111,0.497149373,0.654545455,0.66700925,0.54095657,0.59,,,,,,,,,,,,,,
1,86,1,0,0.3,7,128.3,121,42,9.86,12.2,,,,0,0.256198347,1,0,0.035185185,0,0.514538198,0.763636364,0.39979445,0.632215503,0.53,,,,,,,,,,,,,,
0,144,1,1,3.29,2,251.6,87,92.9,9.88,12.2,,,,0,0.417355372,1,0,0,0.222222222,0.350912201,0.642424242,0.236382323,0.500274876,0.63,,,,,,,,,,,,,,
0,75,1,0,0.34,1,117.3,114,41.4,10.06,12.2,,,,0,0.309917355,1,0,0.038888889,0.111111111,0.472348917,0.56969697,0.401849949,0.707531611,0.5,,,,,,,,,,,,,,
